"title","url","stars","name","reviewUrl","text"
"Pantai Tanjung Gelam","https://www.google.com/maps/search/?api=1&query=Pantai%20Tanjung%20Gelam&query_place_id=ChIJPS5tRtvNcy4R2KODgwzpYk8","4","maul husnah","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25sMlRVNUdkVmxaTW5KNVRsWklOVlpzYzFGaVdsRRAB!2m1!1s0x0:0x4f62e90c8383a3d8!3m1!1s2@1:CAIQACodChtycF9oOnl2TU5GdVlZMnJ5TlZINVZsc1FiWlE%7C0cvSzWKyy6E%7C?hl=id","HTM 10k.
View untuk sunset bagus"
"Pantai Tanjung Gelam","https://www.google.com/maps/search/?api=1&query=Pantai%20Tanjung%20Gelam&query_place_id=ChIJPS5tRtvNcy4R2KODgwzpYk8","5","Glagah Eskacakra Setyowisnu","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT20xSlpuVnpZVWhmTlRST1lUZEVaVjlaTlhoV1VuYxAB!2m1!1s0x0:0x4f62e90c8383a3d8!3m1!1s2@1:CAIQACodChtycF9oOm1JZnVzYUhfNTROYTdEZV9ZNXhWUnc%7C0cvCCF-tRxm%7C?hl=id","Tempat nyunset estetik di karimunjawa"
"Pantai Tanjung Gelam","https://www.google.com/maps/search/?api=1&query=Pantai%20Tanjung%20Gelam&query_place_id=ChIJPS5tRtvNcy4R2KODgwzpYk8","5","Andik Prabowo","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pkVlVHcDVWMWhGYjA1MmIxOVRjRkEyVmxkaloxRRAB!2m1!1s0x0:0x4f62e90c8383a3d8!3m1!1s2@1:CAIQACodChtycF9oOjdVUGp5V1hFb052b19TcFA2VldjZ1E%7C0ctRZKpRJpb%7C?hl=id",
"Pantai Tanjung Gelam","https://www.google.com/maps/search/?api=1&query=Pantai%20Tanjung%20Gelam&query_place_id=ChIJPS5tRtvNcy4R2KODgwzpYk8","5","stefany tabita","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURJdklqMmJnEAE!2m1!1s0x0:0x4f62e90c8383a3d8!3m1!1s2@1:CIHM0ogKEICAgMDIvIj2bg%7CCgsIhufSvwYQkJLqDQ%7C?hl=id","pantai nya keren 🥹🥹🥹🥹🥹"
"Pantai Tanjung Gelam","https://www.google.com/maps/search/?api=1&query=Pantai%20Tanjung%20Gelam&query_place_id=ChIJPS5tRtvNcy4R2KODgwzpYk8","2","koji koji","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2swM1VuQkRkRnBSUWxSUU4yOXVZMmhoVG5SRFNVRRAB!2m1!1s0x0:0x4f62e90c8383a3d8!3m1!1s2@1:CAIQACodChtycF9oOk03UnBDdFpRQlRQN29uY2hhTnRDSUE%7C0cr--heeMOb%7C?hl=id","WATCOUTTT!!! There’s a Jetski cheating 👀"
"Pantai Tanjung Gelam","https://www.google.com/maps/search/?api=1&query=Pantai%20Tanjung%20Gelam&query_place_id=ChIJPS5tRtvNcy4R2KODgwzpYk8","5","Agustina Maharani","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xwak5rWkVlR3hVVkdKaVEyRkxMVGhRWmtjMk4yYxAB!2m1!1s0x0:0x4f62e90c8383a3d8!3m1!1s2@1:CAIQACodChtycF9oOlpjNkZEeGxUVGJiQ2FLLThQZkc2N2c%7C0coqaWkoR5q%7C?hl=id","Pantai dengan pemandangan ciamik banget apalagi sunset. Masuknya hanya 5rb perorang. Cuman jalannya kecil (pake motor aja). Main cano cuman 50rb."
"Pantai Tanjung Gelam","https://www.google.com/maps/search/?api=1&query=Pantai%20Tanjung%20Gelam&query_place_id=ChIJPS5tRtvNcy4R2KODgwzpYk8","5","reza azzahra","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pSM1EyeHFOakZZUTJaRVp6WllhME5uZFRkckxVRRAB!2m1!1s0x0:0x4f62e90c8383a3d8!3m1!1s2@1:CAIQACodChtycF9oOjR3Q2xqNjFYQ2ZEZzZYa0NndTdrLUE%7C0cnWZ4nKGSv%7C?hl=id","pantainyaa baguss akses jalannya juga mudahh cuman gelap aja dikit. view sunsetnya cakepp, bisa main kano, jetski, penyewaan drone juga. di pinggir pantai banyak warung2 jadi bisa makan kalo laper wkwk."
"Pantai Tanjung Gelam","https://www.google.com/maps/search/?api=1&query=Pantai%20Tanjung%20Gelam&query_place_id=ChIJPS5tRtvNcy4R2KODgwzpYk8","5","Hery Setiyawan","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25sck1tcGpjelE1Vm1GMFNXdDVZVTVZWWxsRVNrRRAB!2m1!1s0x0:0x4f62e90c8383a3d8!3m1!1s2@1:CAIQACodChtycF9oOnlrMmpjczQ5VmF0SWt5YU5YYllESkE%7C0cl1PbpdXKT%7C?hl=id","Kesini lihat sunset, antri foto di kelapa miring panjang,banyk warung, kelapa muda enak joss mantab, buah besar2"
"Pantai Tanjung Gelam","https://www.google.com/maps/search/?api=1&query=Pantai%20Tanjung%20Gelam&query_place_id=ChIJPS5tRtvNcy4R2KODgwzpYk8","5","dewirahmaayee","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT214Q09VOW9aV2d0UTB4d1UzQkdORlpzVUhjdFUwRRAB!2m1!1s0x0:0x4f62e90c8383a3d8!3m1!1s2@1:CAIQACodChtycF9oOmxCOU9oZWgtQ0xwU3BGNFZsUHctU0E%7C0ckxdXOvC4i%7C?hl=id",
"Pantai Tanjung Gelam","https://www.google.com/maps/search/?api=1&query=Pantai%20Tanjung%20Gelam&query_place_id=ChIJPS5tRtvNcy4R2KODgwzpYk8","5","Satria Aji","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT214R1FrcE5jMUJUVjIwMVluTm1Na2N6TWxFdFMwRRAB!2m1!1s0x0:0x4f62e90c8383a3d8!3m1!1s2@1:CAIQACodChtycF9oOmxGQkpNc1BTV201YnNmMkczMlEtS0E%7C0ckx6RAwSGT%7C?hl=id",
"Pantai Tanjung Gelam","https://www.google.com/maps/search/?api=1&query=Pantai%20Tanjung%20Gelam&query_place_id=ChIJPS5tRtvNcy4R2KODgwzpYk8","5","Resti kw","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xGUFFXaFFPRjlvVGxwNlZuWXRVV3BwY3pkdlozYxAB!2m1!1s0x0:0x4f62e90c8383a3d8!3m1!1s2@1:CAIQACodChtycF9oOlFPQWhQOF9oTlp6VnYtUWppczdvZ3c%7C0civ0F8HmMx%7C?hl=id","Spot foto ketika sedang mencari sunset yang paling ciamik, buaguussss banget
Pasir nya juga putih bersih, apalagi pohon kelapa yang miring harus rela antri buat dapetin hasil foto dengan view yang bagus"
"Pantai Tanjung Gelam","https://www.google.com/maps/search/?api=1&query=Pantai%20Tanjung%20Gelam&query_place_id=ChIJPS5tRtvNcy4R2KODgwzpYk8","5","Bana gibl","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2prdFdFdHlTVFZVTWt4T1RtazBlakUxYTI1SlYzYxAB!2m1!1s0x0:0x4f62e90c8383a3d8!3m1!1s2@1:CAIQACodChtycF9oOjktWEtySTVUMkxOTmk0ejE1a25JV3c%7C0ciZgcaze0D%7C?hl=id",
"Pantai Tanjung Gelam","https://www.google.com/maps/search/?api=1&query=Pantai%20Tanjung%20Gelam&query_place_id=ChIJPS5tRtvNcy4R2KODgwzpYk8","5","Dianita Rahmawati","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2t0cU9FaEhVSFZZZERKUWNucDFPRTlmTUdaNU9WRRAB!2m1!1s0x0:0x4f62e90c8383a3d8!3m1!1s2@1:CAIQACodChtycF9oOktqOEhHUHVYdDJQcnp1OE9fMGZ5OVE%7C0chce3qy6fK%7C?hl=id","Best spot sunset sih ini tempat"
"Pantai Tanjung Gelam","https://www.google.com/maps/search/?api=1&query=Pantai%20Tanjung%20Gelam&query_place_id=ChIJPS5tRtvNcy4R2KODgwzpYk8","5","review resto budget terbatas","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xad1lqSm9iSGRHWTE5SFIyeHJlVUZUTkVVeWNIYxAB!2m1!1s0x0:0x4f62e90c8383a3d8!3m1!1s2@1:CAIQACodChtycF9oOlZwYjJobHdGY19HR2xreUFTNEUycHc%7C0cg3fNq5LIx%7C?hl=id",
"Pantai Tanjung Gelam","https://www.google.com/maps/search/?api=1&query=Pantai%20Tanjung%20Gelam&query_place_id=ChIJPS5tRtvNcy4R2KODgwzpYk8","5","Masitah","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xVM2JHaHpaV3RDYkd0Sk1XeE1UVzk2YkhKclUyYxAB!2m1!1s0x0:0x4f62e90c8383a3d8!3m1!1s2@1:CAIQACodChtycF9oOlU3bGhzZWtCbGtJMWxMTW96bHJrU2c%7C0cbfSHYIbNL%7C?hl=id","Part of karimun jawa island and this place most beautiful everywhere you see w view sunset"
"Pantai Tanjung Gelam","https://www.google.com/maps/search/?api=1&query=Pantai%20Tanjung%20Gelam&query_place_id=ChIJPS5tRtvNcy4R2KODgwzpYk8","5","Regita Mei Dianawati","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tsVVFtVkJXSFphZVdWbVpIcENRMG96UjBoTE1XYxAB!2m1!1s0x0:0x4f62e90c8383a3d8!3m1!1s2@1:CAIQACodChtycF9oOklUQmVBWHZaeWVmZHpCQ0ozR0hLMWc%7C0cbPJ3unBwL%7C?hl=id",
"Pantai Tanjung Gelam","https://www.google.com/maps/search/?api=1&query=Pantai%20Tanjung%20Gelam&query_place_id=ChIJPS5tRtvNcy4R2KODgwzpYk8","5","Egi Prasetyo","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xSVmQySlpUbUZNT0ZwS04zSlVRWHBWWjI0NVkwRRAB!2m1!1s0x0:0x4f62e90c8383a3d8!3m1!1s2@1:CAIQACodChtycF9oOlRVd2JZTmFMOFpKN3JUQXpVZ245Y0E%7C0cb5pCL9FoO%7C?hl=id","Baguus banget pantainya. Ada icon pohon kelapa yg melengkung mjd unik utk foto2. HTM IDR 10,000 . Pasirnya bagus dan lembut..enak jg buat berenang serta lihat sunset."
"Pantai Tanjung Gelam","https://www.google.com/maps/search/?api=1&query=Pantai%20Tanjung%20Gelam&query_place_id=ChIJPS5tRtvNcy4R2KODgwzpYk8","5","Digi life","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tZdGNGb3hWVUozTUhOUWJWbDRXV3RaV0dRMFUwRRAB!2m1!1s0x0:0x4f62e90c8383a3d8!3m1!1s2@1:CAIQACodChtycF9oOkYtcFoxVUJ3MHNQbVl4WWtZWGQ0U0E%7C0c_4T4o1E_g%7C?hl=id","Amazing Karimunjawa island"
"Pantai Tanjung Gelam","https://www.google.com/maps/search/?api=1&query=Pantai%20Tanjung%20Gelam&query_place_id=ChIJPS5tRtvNcy4R2KODgwzpYk8","5","tawon ndas","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2t3eVVVdFlUVW93UzBGeU4ybGFaMWM0ZEV4TmMzYxAB!2m1!1s0x0:0x4f62e90c8383a3d8!3m1!1s2@1:CAIQACodChtycF9oOkwyUUtYTUowS0FyN2laZ1c4dExNc3c%7C0cYNJJGRVhd%7C?hl=id","Pantai dengan  pohon kelapa  miring.dan sunset bagus."
"Pantai Tanjung Gelam","https://www.google.com/maps/search/?api=1&query=Pantai%20Tanjung%20Gelam&query_place_id=ChIJPS5tRtvNcy4R2KODgwzpYk8","5","Dr Zakir Naik Sub Indo","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21OU2EyTkljbHBDZFZWUGIxVkpjaTE1U21wVk5IYxAB!2m1!1s0x0:0x4f62e90c8383a3d8!3m1!1s2@1:CAIQACodChtycF9oOmNSa2NIclpCdVVPb1VJci15SmpVNHc%7C0cXO7lWfJbC%7C?hl=id","A nice place to enjoy the sunset"
"Pantai Tanjung Gelam","https://www.google.com/maps/search/?api=1&query=Pantai%20Tanjung%20Gelam&query_place_id=ChIJPS5tRtvNcy4R2KODgwzpYk8","5","Sahila Nuril Akbar","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tKM01ITTBSMmcxTVdoNFVIb3hVSFJhZUhKTFExRRAB!2m1!1s0x0:0x4f62e90c8383a3d8!3m1!1s2@1:CAIQACodChtycF9oOkJ3MHM0R2g1MWh4UHoxUHRaeHJLQ1E%7C0cXCiI8TV6r%7C?hl=id","Identik dengan kelapa miring sama sunsetnya besttt banget✨"
"Pantai Tanjung Gelam","https://www.google.com/maps/search/?api=1&query=Pantai%20Tanjung%20Gelam&query_place_id=ChIJPS5tRtvNcy4R2KODgwzpYk8","5","bijel","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pkWk1rRkZSbE5LUW5JNVdtRnpUSGd3U1dOVVdrRRAB!2m1!1s0x0:0x4f62e90c8383a3d8!3m1!1s2@1:CAIQACodChtycF9oOjdZMkFFRlNKQnI5WmFzTHgwSWNUWkE%7C0cXC0munnNF%7C?hl=id","best place to chill because there's a lot of trees"
"Pantai Tanjung Gelam","https://www.google.com/maps/search/?api=1&query=Pantai%20Tanjung%20Gelam&query_place_id=ChIJPS5tRtvNcy4R2KODgwzpYk8","2","Saleem Saleem","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2s1UlJqaEJjR2hDZFVaM2VYZHJiRzlPVEc0d1ltYxAB!2m1!1s0x0:0x4f62e90c8383a3d8!3m1!1s2@1:CAIQACodChtycF9oOk5RRjhBcGhCdUZ3eXdrbG9OTG4wYmc%7C0cWlwkdpe_6%7C?hl=id","kelapa mahal"
"Pantai Tanjung Gelam","https://www.google.com/maps/search/?api=1&query=Pantai%20Tanjung%20Gelam&query_place_id=ChIJPS5tRtvNcy4R2KODgwzpYk8","5","NASTAR family","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2taUWJHcEljamgwUVZwQ1FWYzJMVFYwT0RkelMwRRAB!2m1!1s0x0:0x4f62e90c8383a3d8!3m1!1s2@1:CAIQACodChtycF9oOkZQbGpIcjh0QVpCQVc2LTV0ODdzS0E%7C0cWgpKs-Iq8%7C?hl=id","Pantai buat menikmati sunset,tapi pas kesini pagi jadi ga dapat sunset deh"
"Pantai Tanjung Gelam","https://www.google.com/maps/search/?api=1&query=Pantai%20Tanjung%20Gelam&query_place_id=ChIJPS5tRtvNcy4R2KODgwzpYk8","5","Panjoel Racing","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2swMFIyRjJSSEpvTTFWSExVZFJSbXhwVjFoa1ZFRRAB!2m1!1s0x0:0x4f62e90c8383a3d8!3m1!1s2@1:CAIQACodChtycF9oOk00R2F2RHJoM1VHLUdRRmxpV1hkVEE%7C0cUNSTOlVhE%7C?hl=id",
"Pantai Tanjung Gelam","https://www.google.com/maps/search/?api=1&query=Pantai%20Tanjung%20Gelam&query_place_id=ChIJPS5tRtvNcy4R2KODgwzpYk8","5","Tutut Senja","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xaNlpDMHRiME5KUm0xc2IyeHVRa2R3ZVdaWGQwRRAB!2m1!1s0x0:0x4f62e90c8383a3d8!3m1!1s2@1:CAIQACodChtycF9oOlZ6ZC0tb0NJRm1sb2xuQkdweWZXd0E%7C0cUN1h4LWaH%7C?hl=id","Sunrise sunset di karimun emg gaperlu di raguin lagi, tp kalo disini sunset nya cantikkkk bgttttt"
"Pantai Tanjung Gelam","https://www.google.com/maps/search/?api=1&query=Pantai%20Tanjung%20Gelam&query_place_id=ChIJPS5tRtvNcy4R2KODgwzpYk8","4","Mari Berlayar","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25sUGNIZDRUVlZaVTFWSlJHbDVOa3BsWjFGNU9YYxAB!2m1!1s0x0:0x4f62e90c8383a3d8!3m1!1s2@1:CAIQACodChtycF9oOnlPcHd4TVVZU1VJRGl5NkplZ1F5OXc%7C0cTqoUn5IUo%7C?hl=id","Very commercialized beach. A lot of activities and food are available. Of course, they all come with a price. Food and drinks are more expensive than in town. Entrance tickets are 10K. Toilets are mostly broken, so better pee in the sea."
"Pantai Tanjung Gelam","https://www.google.com/maps/search/?api=1&query=Pantai%20Tanjung%20Gelam&query_place_id=ChIJPS5tRtvNcy4R2KODgwzpYk8","5","NIKOLETTA SERRA","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2twUE1FUlFPVFZUVTJnd1RuTjRVV2hPU0RVNFVWRRAB!2m1!1s0x0:0x4f62e90c8383a3d8!3m1!1s2@1:CAIQACodChtycF9oOkpPMERQOTVTU2gwTnN4UWhOSDU4UVE%7C0cTmqBv7FJG%7C?hl=id",
"Pantai Tanjung Gelam","https://www.google.com/maps/search/?api=1&query=Pantai%20Tanjung%20Gelam&query_place_id=ChIJPS5tRtvNcy4R2KODgwzpYk8","5","Dyan Idhan","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pCS05rc3lkbEZzUlRocU5reHFaalpYUWtaSVprRRAB!2m1!1s0x0:0x4f62e90c8383a3d8!3m1!1s2@1:CAIQACodChtycF9oOjBKNksydlFsRThqNkxqZjZXQkZIZkE%7C0cTWtk9DoQq%7C?hl=id",
"Pantai Ujung Gelam","https://www.google.com/maps/search/?api=1&query=Pantai%20Ujung%20Gelam&query_place_id=ChIJH6UhzPHNcy4RBNoNhLYDadY","5","Nur Wahyul Ngizzati","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tReGRXd3djRFJoZDI5TE9YbEpkWGhQY0hoMWJrRRAB!2m1!1s0x0:0xd66903b6840dda04!3m1!1s2@1:CAIQACodChtycF9oOkQxdWwwcDRhd29LOXlJdXhPcHh1bkE%7C0cw9wm9xmBZ%7C?hl=id","Maasyaa Allooh. Alhamdulillaah. Msh asri"
"Pantai Ujung Gelam","https://www.google.com/maps/search/?api=1&query=Pantai%20Ujung%20Gelam&query_place_id=ChIJH6UhzPHNcy4RBNoNhLYDadY","4","Ade Grunge","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xKeGNtZ3lRa3R3ZFVaNU9HUXRXRXh3UjBwTVlYYxAB!2m1!1s0x0:0xd66903b6840dda04!3m1!1s2@1:CAIQACodChtycF9oOlJxcmgyQktwdUZ5OGQtWExwR0pMYXc%7C0cQ-uegfsXH%7C?hl=id",
